YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,QUAD,SIDE,SUBSTRATE_TYPE,PERCENT_COVER
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,B,10
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,BL,0
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,BM,0
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,BS,5
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,C,0
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,S,30
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,SH,0
2010,4,2010-04-26,AQUE,4,CONTROL,20,O,SS,55
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,B,75
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,BL,5
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,BM,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,BS,15
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,C,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,S,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,SH,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,I,SS,5
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,B,95
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,BL,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,BM,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,BS,5
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,C,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,S,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,SH,0
2010,4,2010-04-26,AQUE,4,CONTROL,40,O,SS,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,B,20
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,BL,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,BM,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,BS,10
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,C,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,S,10
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,SH,5
2010,4,2010-04-26,AQUE,7,ANNUAL,20,I,SS,55
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,B,35
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,BL,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,BM,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,BS,5
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,C,0
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,S,10
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,SH,5
2010,4,2010-04-26,AQUE,7,ANNUAL,20,O,SS,45
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,B,20
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,BL,10
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,BM,0
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,BS,0
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,C,15
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,S,10
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,SH,5
2010,4,2010-04-26,AQUE,7,ANNUAL,40,I,SS,40
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,B,50
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,BL,5
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,BM,0
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,BS,0
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,C,5
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,S,15
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,SH,0
2010,4,2010-04-26,AQUE,7,ANNUAL,40,O,SS,25
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,B,25
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,BL,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,BM,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,BS,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,C,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,S,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,SH,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,I,SS,60
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,B,30
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,BL,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,BM,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,BS,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,C,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,S,10
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,SH,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,20,O,SS,50
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,B,40
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,BL,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,BM,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,BS,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,C,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,S,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,SH,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,I,SS,55
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,B,30
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,BL,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,BM,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,BS,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,C,10
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,S,5
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,SH,0
2010,4,2010-04-26,AQUE,8,CONTINUAL,40,O,SS,45
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,B,100
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,BL,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,BM,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,BS,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,C,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,S,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,SH,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,I,SS,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,B,100
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,BL,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,BM,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,BS,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,C,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,S,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,SH,0
2010,4,2010-04-27,NAPL,3,CONTROL,20,O,SS,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,B,100
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,BL,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,BM,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,BS,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,C,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,S,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,SH,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,I,SS,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,B,100
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,BL,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,BM,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,BS,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,C,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,S,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,SH,0
2010,4,2010-04-27,NAPL,3,CONTROL,40,O,SS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,B,90
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,BL,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,BM,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,BS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,C,10
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,S,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,SH,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,I,SS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,B,75
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,BL,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,BM,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,BS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,C,25
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,S,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,SH,0
2010,4,2010-04-27,NAPL,9,ANNUAL,20,O,SS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,B,75
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,BL,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,BM,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,BS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,C,25
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,S,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,SH,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,I,SS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,B,85
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,BL,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,BM,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,BS,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,C,15
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,S,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,SH,0
2010,4,2010-04-27,NAPL,9,ANNUAL,40,O,SS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,B,75
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,BL,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,BM,5
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,BS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,C,20
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,S,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,SH,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,I,SS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,B,90
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,BL,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,BM,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,BS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,C,10
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,S,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,SH,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,20,O,SS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,B,90
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,BL,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,BM,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,BS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,C,10
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,S,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,SH,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,I,SS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,B,100
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,BL,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,BM,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,BS,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,C,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,S,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,SH,0
2010,4,2010-04-27,NAPL,10,CONTINUAL,40,O,SS,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,B,35
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,BL,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,BM,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,BS,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,C,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,S,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,SH,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,I,SS,65
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,B,70
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,BL,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,BM,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,BS,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,C,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,S,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,SH,0
2010,5,2010-05-05,MOHK,2,CONTROL,20,O,SS,30
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,B,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,BL,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,BM,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,BS,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,C,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,S,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,SH,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,I,SS,100
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,B,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,BL,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,BM,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,BS,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,C,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,S,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,SH,0
2010,5,2010-05-05,MOHK,2,CONTROL,40,O,SS,100
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,B,100
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,BL,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,BM,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,BS,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,C,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,S,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,SH,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,I,SS,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,B,100
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,BL,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,BM,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,BS,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,C,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,S,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,SH,0
2010,5,2010-05-05,MOHK,3,ANNUAL,20,O,SS,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,B,65
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,BL,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,BM,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,BS,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,C,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,S,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,SH,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,I,SS,35
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,B,60
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,BL,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,BM,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,BS,5
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,C,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,S,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,SH,0
2010,5,2010-05-05,MOHK,3,ANNUAL,40,O,SS,35
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,B,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,BL,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,BM,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,BS,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,C,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,S,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,SH,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,I,SS,100
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,B,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,BL,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,BM,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,BS,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,C,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,S,10
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,SH,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,20,O,SS,90
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,B,10
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,BL,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,BM,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,BS,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,C,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,S,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,SH,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,I,SS,90
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,B,35
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,BL,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,BM,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,BS,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,C,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,S,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,SH,0
2010,5,2010-05-05,MOHK,4,CONTINUAL,40,O,SS,65
2010,6,2010-06-09,CARP,7,CONTROL,20,I,B,90
2010,6,2010-06-09,CARP,7,CONTROL,20,I,BL,0
2010,6,2010-06-09,CARP,7,CONTROL,20,I,BM,0
2010,6,2010-06-09,CARP,7,CONTROL,20,I,BS,0
2010,6,2010-06-09,CARP,7,CONTROL,20,I,C,5
2010,6,2010-06-09,CARP,7,CONTROL,20,I,S,0
2010,6,2010-06-09,CARP,7,CONTROL,20,I,SH,5
2010,6,2010-06-09,CARP,7,CONTROL,20,I,SS,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,B,90
2010,6,2010-06-09,CARP,7,CONTROL,20,O,BL,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,BM,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,BS,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,C,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,S,0
2010,6,2010-06-09,CARP,7,CONTROL,20,O,SH,10
2010,6,2010-06-09,CARP,7,CONTROL,20,O,SS,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,B,95
2010,6,2010-06-09,CARP,7,CONTROL,40,I,BL,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,BM,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,BS,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,C,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,S,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,SH,0
2010,6,2010-06-09,CARP,7,CONTROL,40,I,SS,5
2010,6,2010-06-09,CARP,7,CONTROL,40,O,B,80
2010,6,2010-06-09,CARP,7,CONTROL,40,O,BL,0
2010,6,2010-06-09,CARP,7,CONTROL,40,O,BM,0
2010,6,2010-06-09,CARP,7,CONTROL,40,O,BS,0
2010,6,2010-06-09,CARP,7,CONTROL,40,O,C,10
2010,6,2010-06-09,CARP,7,CONTROL,40,O,S,0
2010,6,2010-06-09,CARP,7,CONTROL,40,O,SH,5
2010,6,2010-06-09,CARP,7,CONTROL,40,O,SS,5
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,B,60
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,BL,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,BM,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,BS,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,C,5
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,S,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,SH,35
2010,6,2010-06-09,CARP,9,ANNUAL,20,I,SS,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,B,50
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,BL,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,BM,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,BS,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,C,5
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,S,0
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,SH,45
2010,6,2010-06-09,CARP,9,ANNUAL,20,O,SS,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,B,70
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,BL,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,BM,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,BS,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,C,5
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,S,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,SH,25
2010,6,2010-06-09,CARP,9,ANNUAL,40,I,SS,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,B,70
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,BL,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,BM,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,BS,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,C,5
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,S,0
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,SH,25
2010,6,2010-06-09,CARP,9,ANNUAL,40,O,SS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,B,100
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,BL,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,BM,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,BS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,C,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,S,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,SH,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,I,SS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,B,90
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,BL,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,BM,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,BS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,C,10
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,S,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,SH,0
2010,6,2010-06-09,CARP,10,CONTINUAL,20,O,SS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,B,90
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,BL,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,BM,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,BS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,C,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,S,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,SH,10
2010,6,2010-06-09,CARP,10,CONTINUAL,40,I,SS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,B,100
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,BL,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,BM,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,BS,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,C,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,S,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,SH,0
2010,6,2010-06-09,CARP,10,CONTINUAL,40,O,SS,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,B,85
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,BL,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,BM,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,BS,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,C,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,S,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,SH,15
2010,6,2010-06-11,NAPL,3,CONTROL,20,I,SS,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,B,95
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,BL,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,BM,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,BS,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,C,5
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,S,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,SH,0
2010,6,2010-06-11,NAPL,3,CONTROL,20,O,SS,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,B,95
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,BL,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,BM,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,BS,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,C,5
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,S,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,SH,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,I,SS,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,O,B,100
2010,6,2010-06-11,NAPL,3,CONTROL,40,O,BL,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,O,BM,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,O,BS,0
2010,6,2010-06-11,NAPL,3,CONTROL,40,O,C,0
